timestamp_local,da_price,rt_price,load_mw,wind_mw
1/5/2025 3:00,8.94,3.3,33691.1,4482.2
1/5/2025 4:00,-7.37,-7.9,36135.2,15053.5
1/5/2025 5:00,14.66,9.81,40964.1,9097.4
1/5/2025 6:00,25.46,34.75,42983.8,5990.2
1/5/2025 7:00,34.58,36.62,47706.4,4029.8
1/5/2025 8:00,16.68,23.36,48357.3,15889.6
1/5/2025 9:00,37.78,46.63,50810.6,5804
1/5/2025 10:00,21.5,33.98,50318.1,10150.5
1/5/2025 11:00,33.14,41.9,50798.4,7457.1
1/5/2025 12:00,41.83,33.88,51698.4,3657.3
1/5/2025 13:00,33.91,41.64,48088.5,3448.3
1/5/2025 14:00,29.53,32.41,51022.5,7990.2
1/5/2025 15:00,31.04,43.16,51697.7,7932.8
1/5/2025 16:00,43.22,43.45,52039.8,1791
1/5/2025 17:00,42.54,52.84,52365.3,5562.8
1/5/2025 18:00,51.8,52.7,55434.7,4377.9
1/5/2025 19:00,51.59,52.85,54571.1,3133.1
1/5/2025 20:00,34.74,40.73,54205.8,6089.2
1/5/2025 21:00,36.89,34.06,51100.8,3197.1
1/5/2025 22:00,36.91,41.88,49051.4,5126.5
1/5/2025 23:00,29.69,16.02,42516.2,4711.5
1/6/2025 0:00,15.97,20.32,40584.7,5686.5
1/6/2025 1:00,14.9,3.45,38521.1,7166.5
1/6/2025 2:00,10.94,15.93,36962.8,4797.5
1/6/2025 3:00,1.73,-26.36,38390,15501.2
1/6/2025 4:00,10.47,-5.86,40112.2,9460
1/6/2025 5:00,7.16,7.64,43114.8,16595.5
1/6/2025 6:00,26.03,26.66,48421.8,6625.8
1/6/2025 7:00,27.35,25.08,48953.8,5277.4
1/6/2025 8:00,38.01,44.51,52476.3,13966.9
1/6/2025 9:00,43.01,51.4,53735.2,4529
1/6/2025 10:00,52.5,75.28,54973.9,5000.6
1/6/2025 11:00,44.24,44.64,53282.3,6904.2
1/6/2025 12:00,41.86,51.17,55403.4,2651.7
1/6/2025 13:00,42,34.54,53831.9,5988.6
1/6/2025 14:00,33.93,29.01,52365.7,5424.6
1/6/2025 15:00,37.48,30.09,53948.1,7280.1
1/6/2025 16:00,38.24,37.25,57341.9,6227.4
1/6/2025 17:00,40.8,42.81,59743,7805
1/6/2025 18:00,53.65,63.03,62575.1,4404
1/6/2025 19:00,58.65,61.76,63904.9,3386.9
1/6/2025 20:00,35.59,47.62,58647.6,14003.2
1/6/2025 21:00,40.96,53.14,53648.6,2955.3
1/6/2025 22:00,36.21,36.57,48090.4,3331.7
1/6/2025 23:00,28.81,27.87,46377.2,8711.9
1/7/2025 0:00,6.78,-6.94,40866.1,14812.5
1/7/2025 1:00,11.63,6.74,38008.9,8069.6
1/7/2025 2:00,4.34,-2.94,36253.3,11893.6
1/7/2025 3:00,12.56,5.67,37054.1,3114.6
1/7/2025 4:00,22.75,18.94,40400.5,6058.9
1/7/2025 5:00,22.85,27.59,42966.7,3188.4
1/7/2025 6:00,28.56,31.17,46598.6,10129.1
1/7/2025 7:00,40.44,49.34,49221.8,3371.5
1/7/2025 8:00,42.4,45.86,51174.4,3566.6
1/7/2025 9:00,41.62,36.3,54423.5,7412.4
1/7/2025 10:00,38.84,45.65,55524.8,8748.2
1/7/2025 11:00,45.74,33.4,57708.2,4654.3
1/7/2025 12:00,38.33,47.12,54798.5,5989.5
1/7/2025 13:00,51.01,44.12,55547.1,5545.6
1/7/2025 14:00,44.38,23.72,53767.9,3791.4
1/7/2025 15:00,41.59,46.49,53795.6,2515.7
1/7/2025 16:00,46.42,43.64,55607.8,5386.4
1/7/2025 17:00,48.26,58.83,57543.5,5736.8
1/7/2025 18:00,52.18,60.84,62867.1,6929.1
1/7/2025 19:00,44.69,35.81,58431.5,5753.2
1/7/2025 20:00,56.78,70.49,59353.3,3206.6
1/7/2025 21:00,41.1,24.14,53849.7,8024.5
1/7/2025 22:00,38.45,42.63,52060.2,6334.5
1/7/2025 23:00,30.11,42.93,46583.2,5443.3
1/8/2025 0:00,17.44,8.3,41607.1,6252.8
1/8/2025 1:00,18.69,37.7,38420.8,5438.9
1/8/2025 2:00,1.35,2.81,36263.3,11332.6
1/8/2025 3:00,12.68,16.03,37650.8,4044.8
1/8/2025 4:00,23.06,33.63,38957.1,4858
1/8/2025 5:00,16.11,19.87,41543.7,6399.6
1/8/2025 6:00,5.36,-6.56,45351.1,14758.2
1/8/2025 7:00,33.13,4.18,50817.2,10885.4
1/8/2025 8:00,41.12,32.34,55594.6,3033.2
1/8/2025 9:00,33.75,25.76,55388.9,10819.4
1/8/2025 10:00,32.48,23.94,55510.1,9970.6
1/8/2025 11:00,45.56,39.87,55736.2,2951.8
1/8/2025 12:00,60.88,35.25,56480.7,1492
1/8/2025 13:00,44.18,33.45,54586.6,4220.2
1/8/2025 14:00,40.69,45.61,53961.6,6932
1/8/2025 15:00,44.94,54.32,57048.6,8437
1/8/2025 16:00,49.16,42.6,57671.9,2826.9
1/8/2025 17:00,50.46,56.68,60939,9590.5
1/8/2025 18:00,58.85,35.55,60045.9,1702.7
1/8/2025 19:00,52.88,55.31,57909,4242.2
1/8/2025 20:00,43.85,54.51,56222.7,4502.6
1/8/2025 21:00,41.86,46.5,57445.3,9892.6
1/8/2025 22:00,30.77,30.53,53139.9,11384.4
1/8/2025 23:00,25.46,2.51,45994.6,10406.1
1/9/2025 0:00,21.88,38.89,41419.8,3893.9
1/9/2025 1:00,18.46,35.93,39912.6,10956.2
1/9/2025 2:00,7.47,13.78,35889.2,9566.9
1/9/2025 3:00,16.03,28.02,36446.1,3614.9
1/9/2025 4:00,22.37,22.39,40086.8,3001.4
1/9/2025 5:00,12.98,19.83,42484.7,11855.8
1/9/2025 6:00,25.97,33.52,46897.6,6593.6
1/9/2025 7:00,41.3,40.73,50452.2,3804.5
1/9/2025 8:00,41.09,33.65,53998.8,5788.5
1/9/2025 9:00,52.14,60.02,57177.6,6948.9
1/9/2025 10:00,43.27,60.18,55867.8,5241.8
1/9/2025 11:00,49.61,60.79,56298.7,2493.9
1/9/2025 12:00,28.02,31.09,51953.4,10857.4
1/9/2025 13:00,47.36,49.73,54287.4,6860.8
1/9/2025 14:00,37.95,40.84,53435.9,3602.7
1/9/2025 15:00,44.81,24.25,53885.9,3615.8
1/9/2025 16:00,46.77,45.81,55874.1,4925.2
1/9/2025 17:00,48.51,46.57,58265,2626.3
1/9/2025 18:00,63.92,53.05,61213.6,5373.9
1/9/2025 19:00,48.39,57.88,57825.7,2755
1/9/2025 20:00,49.03,51.57,58327.8,5270.9
1/9/2025 21:00,52.46,28.91,54565.5,3486.5
1/9/2025 22:00,37.29,39.4,50587.5,3843.6
1/9/2025 23:00,17.68,29.17,47416.6,14226.5
1/10/2025 0:00,18.73,13.37,42426.2,7355.8
1/10/2025 1:00,14.45,5.23,39833.7,8172.3
1/10/2025 2:00,22.28,10.68,36805.6,3082.7
1/10/2025 3:00,11.59,12.49,36668.6,5871.9
1/10/2025 4:00,1.21,-5.32,39271.5,9379
1/10/2025 5:00,20.01,6.78,43212,8123.6
1/10/2025 6:00,35.36,49.94,47158.6,2717
1/10/2025 7:00,31.78,33.61,49336,7459.1
1/10/2025 8:00,37.21,32.49,53722.7,7509.6
1/10/2025 9:00,32.67,47.73,55605.7,10529.2
1/10/2025 10:00,51.42,53.89,59310.1,4058.4
1/10/2025 11:00,61.04,59.83,58065.5,1831.3
1/10/2025 12:00,44.91,46.87,53646.6,2972.7
1/10/2025 13:00,48.77,44.01,54018,2669.6
1/10/2025 14:00,34.74,33.48,52643.1,5846.2
1/10/2025 15:00,48.59,53.85,54814.4,1218
1/10/2025 16:00,46.73,61.86,57637.6,3429.9
1/10/2025 17:00,52.82,47.88,60588.7,8308
1/10/2025 18:00,44.4,50.05,58812.3,4670.6
1/10/2025 19:00,47.69,34.42,58890.7,7517.9
1/10/2025 20:00,49.53,54.08,55210.6,2603.4
1/10/2025 21:00,48.61,64.84,55065.4,2873.6
1/10/2025 22:00,14.69,14.9,49701.2,12158.1
1/10/2025 23:00,17.64,12.44,45691.2,7111.9
1/11/2025 0:00,13.42,8.64,38111.1,7516.9
1/11/2025 1:00,10.36,14.72,35792.4,4509.1
1/11/2025 2:00,1.25,1.79,32879.5,7989.4
1/11/2025 3:00,8.49,4.85,33460.9,4595.1
1/11/2025 4:00,0.89,6.77,38715.6,13024.9
1/11/2025 5:00,-19.59,-27.49,38691.8,25451.7
1/11/2025 6:00,17.73,25.52,42503.2,8921.4
1/11/2025 7:00,27.18,24.34,49368.2,5115.8
1/11/2025 8:00,44.34,50.27,53514.6,2040
1/11/2025 9:00,36.82,44.38,49955.8,2774
1/11/2025 10:00,28.65,11.17,51457.9,10991.9
1/11/2025 11:00,51.79,51.15,52064.9,3166.6
1/11/2025 12:00,38.92,25.16,53226.6,3947.2
1/11/2025 13:00,35.24,19.66,49393.4,5884.7
1/11/2025 14:00,32.65,30.54,50548.1,8192
1/11/2025 15:00,44.65,47.41,52791.3,3787.9
1/11/2025 16:00,43.63,29.73,53806.6,3504.4
1/11/2025 17:00,49.29,51.73,54229.6,4525.3
1/11/2025 18:00,50.03,42.16,55571.2,3516.4
1/11/2025 19:00,46.68,47.29,53810.2,3886.7
1/11/2025 20:00,34.2,56.97,53980.8,6572
1/11/2025 21:00,35.88,33.02,51120.4,6434.5
1/11/2025 22:00,11.8,1.55,47799,16648.2
1/11/2025 23:00,15.28,15.12,42500.6,8294.1
1/12/2025 0:00,5.3,3.59,39450.6,12069.6
1/12/2025 1:00,15.29,12.18,36809.5,4614.4
1/12/2025 2:00,5.6,5.91,34547.1,9689.9
1/12/2025 3:00,15.12,13.46,35063.3,5569.5
1/12/2025 4:00,12.05,0.91,36831.9,9140.5
1/12/2025 5:00,12.88,20.3,40005,10186.7
1/12/2025 6:00,21.16,32.98,42941.4,7353
1/12/2025 7:00,6.63,3.28,47605.4,20152.9
1/12/2025 8:00,23.25,26.41,49802.6,12154
1/12/2025 9:00,31.47,13.06,54191.8,10074.9
1/12/2025 10:00,36.36,36.19,54014.4,7716.8
1/12/2025 11:00,31.03,48.34,52156.3,11148.3
1/12/2025 12:00,46.37,53.57,50081.2,2447.9
1/12/2025 13:00,29.21,30.6,49266.8,8134.2
1/12/2025 14:00,40.31,39.91,52409,2696.8
1/12/2025 15:00,46.18,43.49,52159.4,3220.9
1/12/2025 16:00,33.56,37.34,53902.4,5423.5
1/12/2025 17:00,39.76,49.02,52391.2,7647.6
1/12/2025 18:00,45.16,40.65,57088.1,2780.9
1/12/2025 19:00,50.46,57.22,56395.8,4003.3
1/12/2025 20:00,37.48,30.2,52831.3,5716.5
1/12/2025 21:00,37.98,34.05,50890,5454.4
1/12/2025 22:00,33.9,23.9,47867.9,9387.6
1/12/2025 23:00,-11.86,-10.42,43183.9,26000
1/13/2025 0:00,12.7,13.45,41639.2,8701.6
1/13/2025 1:00,17.34,20.91,38521.1,5379.3
1/13/2025 2:00,22.12,24.9,36788,4277.9
1/13/2025 3:00,14.09,20.6,37534.2,6675.4
1/13/2025 4:00,21.79,40.55,41026.1,5021.8
1/13/2025 5:00,14.33,20.93,40274.9,9242.3
1/13/2025 6:00,20.68,2.92,46765.5,8830.6
1/13/2025 7:00,37.49,35.26,51035,5549.8
1/13/2025 8:00,23.96,23.64,54104.6,15649.5
1/13/2025 9:00,50.27,36.01,54884.3,4269.4
1/13/2025 10:00,44.4,51.87,53453.1,5195.9
1/13/2025 11:00,37.57,53.67,56028.3,6736.5
1/13/2025 12:00,43.35,35.55,57295.9,6996.7
1/13/2025 13:00,37.48,48.85,52425.8,7818.5
1/13/2025 14:00,41.37,51.03,55932.4,5119.6
1/13/2025 15:00,37.46,39.93,55288,6677
1/13/2025 16:00,48.68,56.16,57211.4,3129.8
1/13/2025 17:00,46.55,39.67,57380.4,6650.7
1/13/2025 18:00,52.12,62.48,59520.6,7036.7
1/13/2025 19:00,48.06,-16.87,61937.6,9981.3
1/13/2025 20:00,64.6,68.89,59309.2,2587.8
1/13/2025 21:00,47.45,50.2,57798.6,3951.9
1/13/2025 22:00,36.38,29.24,52663.9,9277.8
1/13/2025 23:00,31.29,39.81,46904.8,2073.2
1/14/2025 0:00,26.08,26.21,43787,9011.5
1/14/2025 1:00,12.58,11.35,39056.2,12092.6
1/14/2025 2:00,17.84,26.34,37798.4,5928.8
1/14/2025 3:00,6.24,3.64,37125,6382.1
1/14/2025 4:00,22.66,16.31,39647.7,4739
1/14/2025 5:00,18.9,28.69,42298.2,5935.7
1/14/2025 6:00,33.71,20.13,48221.8,5786
1/14/2025 7:00,29.04,35.59,49328.3,5039
1/14/2025 8:00,45.35,34.27,54773.4,4606.9
1/14/2025 9:00,42.39,26.1,55151.2,5273.9
1/14/2025 10:00,45.25,51.16,57562.1,4838
1/14/2025 11:00,38.15,41.07,56632.1,11770.1
1/14/2025 12:00,49.41,43.72,57440.5,3931.1
1/14/2025 13:00,43.79,33.39,55528.3,5148.7
1/14/2025 14:00,45.91,48.96,52613.5,3264
1/14/2025 15:00,55.57,51.36,55668.5,3198.6
1/14/2025 16:00,50.98,58.1,55636.4,1965.2
1/14/2025 17:00,46.39,41.21,58184.8,2174.4
1/14/2025 18:00,53.1,49.27,62308.1,2726.9
1/14/2025 19:00,53.01,62.99,60961.6,5500.6
1/14/2025 20:00,45.76,36.51,57452.7,8918.9
1/14/2025 21:00,46.69,33.59,54010.9,2666.4
1/14/2025 22:00,39.97,31.56,51214.7,5014.9
1/14/2025 23:00,29.83,32.01,44997.4,3703.9
1/15/2025 0:00,23.58,40.78,41257.9,6427.7
1/15/2025 1:00,9.23,10.6,38937.4,12209.5
1/15/2025 2:00,10.81,2.96,38105.3,6299.9
1/15/2025 3:00,14.39,6.93,37975.4,7599.9
1/15/2025 4:00,-6.19,-2.5,37318.2,14827.4
1/15/2025 5:00,20.41,4.81,43380.7,9245.8
1/15/2025 6:00,30.08,13.15,47147.1,5142.3
1/15/2025 7:00,35.01,36.78,51356.5,7377.5
1/15/2025 8:00,47.64,55.6,55899,4435
1/15/2025 9:00,37.68,45.87,52562.2,7216.5
1/15/2025 10:00,46.72,49.84,55103.7,6946.5
1/15/2025 11:00,50.01,60.78,56415.5,2744
1/15/2025 12:00,41.05,39.35,52772.9,5091.4
1/15/2025 13:00,53.09,49.68,56549.9,4192.9
1/15/2025 14:00,51.36,50.9,55275.7,5419.9
1/15/2025 15:00,45.32,47.98,56947.8,6077.5
1/15/2025 16:00,43.94,78.96,56503.3,5258.4
1/15/2025 17:00,52.23,50.46,60153.9,3856.9
1/15/2025 18:00,52.98,54.59,61649.7,7161.6
1/15/2025 19:00,54.28,69.92,60360.6,3427.3
1/15/2025 20:00,46.25,51.24,58823.1,3040.7
1/15/2025 21:00,55.5,40.38,55795.5,1418
1/15/2025 22:00,37.4,52.87,50073.3,6236.2
1/15/2025 23:00,34.98,37.9,46242.3,4745.6
1/16/2025 0:00,22.36,-3.18,41798.3,8680.7
1/16/2025 1:00,22.2,18.54,39003,3106.9
1/16/2025 2:00,16.54,10.06,37958,5771.7
1/16/2025 3:00,10.9,6.63,36413,9618.8
1/16/2025 4:00,14.5,14.18,39458.6,4858.7
1/16/2025 5:00,19.51,26.01,44643.8,9069
1/16/2025 6:00,28.62,40.02,46183.4,5648.9
1/16/2025 7:00,36.48,48.21,49781.4,6785.1
1/16/2025 8:00,34.74,49.17,53995.1,8434.5
1/16/2025 9:00,36.98,35.18,56585.9,9193.5
1/16/2025 10:00,42.57,23.76,55941.3,5757.7
1/16/2025 11:00,52.13,29.6,57436.3,3528.6
1/16/2025 12:00,47.37,54.34,56117.4,3838.9
1/16/2025 13:00,37.84,37.3,55680.4,5903.3
1/16/2025 14:00,43.53,57.01,55525.2,2685.8
1/16/2025 15:00,52.77,56.94,59007.5,3868.7
1/16/2025 16:00,50.2,34.41,57022.6,3574.8
1/16/2025 17:00,46.94,41.5,55996.8,4230.7
1/16/2025 18:00,57.24,61.09,62448.6,2995.6
1/16/2025 19:00,58.52,48.5,59319.4,2211.9
1/16/2025 20:00,48.12,61.67,58633,6981.4
1/16/2025 21:00,42.12,38.16,57230.4,9240.5
1/16/2025 22:00,39.47,36.57,49123.6,2880.7
1/16/2025 23:00,29.31,14.87,44957.3,8129.6
1/17/2025 0:00,5.37,23.71,40267.6,11849.3
1/17/2025 1:00,7.06,5.3,37855.4,9890.5
1/17/2025 2:00,12.27,14.89,37429.1,6420
1/17/2025 3:00,21.47,14.51,37882.6,5105.1
1/17/2025 4:00,13.41,9.86,39844.8,8031.4
1/17/2025 5:00,13.73,16.5,41517.5,8456.3
1/17/2025 6:00,22.34,26.24,44328.3,7598.5
1/17/2025 7:00,35.64,40.83,50881.3,6367.2
1/17/2025 8:00,47.35,56.45,53075.2,3975.1
1/17/2025 9:00,40.52,46.76,56037.2,7262.1
1/17/2025 10:00,41.32,46.23,56891.2,6845
1/17/2025 11:00,40.65,34.73,55766.2,5586.2
1/17/2025 12:00,44.22,42.19,55969.3,4972.8
1/17/2025 13:00,46.84,35.79,54830.2,9461.9
1/17/2025 14:00,49.14,44.64,55477.1,3219.8
1/17/2025 15:00,42.05,45.89,54765.3,7481.4
1/17/2025 16:00,50.36,53.97,57043.5,3064.8
1/17/2025 17:00,47.59,53.55,59223.2,7320.2
1/17/2025 18:00,51.97,65.21,61255.4,8240.4
1/17/2025 19:00,54.13,42.31,59399.1,4473
1/17/2025 20:00,41.44,24.64,59220.9,11693.8
1/17/2025 21:00,40.25,37.88,55032.7,7415.1
1/17/2025 22:00,37.23,50.5,51009.1,4360
1/17/2025 23:00,32.14,45.12,47358.9,5834.8
1/18/2025 0:00,4.17,5.96,37049.7,12151.3
1/18/2025 1:00,9.73,7.16,34738.4,11492
1/18/2025 2:00,13.51,15.86,33139.6,4824.3
1/18/2025 3:00,1.91,11.99,32731.3,7352.3
1/18/2025 4:00,3.56,-3.45,36160.8,8511.1
1/18/2025 5:00,17.96,12.82,40756.1,6036.7
1/18/2025 6:00,-4.6,-3.74,43420.6,21088
1/18/2025 7:00,25.81,35.88,47467.2,7692.3
1/18/2025 8:00,32.08,39.6,51285.6,6310.9
1/18/2025 9:00,31.36,13.63,53208.5,10290.3
1/18/2025 10:00,38.21,45.75,51882.6,4712.1
1/18/2025 11:00,37.16,37.03,53408.3,8053.8
1/18/2025 12:00,41.47,47.2,51174.9,2239.9
1/18/2025 13:00,33.96,32.02,49617.3,3634
1/18/2025 14:00,38.11,42.6,50139.2,6856.7
1/18/2025 15:00,31.79,32.21,49903.1,8544
1/18/2025 16:00,40.32,35.42,52082.6,3019.7
1/18/2025 17:00,42.55,35.72,54292.4,2986.3
1/18/2025 18:00,39.4,37.68,56917.7,6124.2
1/18/2025 19:00,44.71,33.06,58163.6,3866.8
1/18/2025 20:00,44.26,19.13,52464.4,4921.6
1/18/2025 21:00,36.68,33.79,52004.9,8932.5
1/18/2025 22:00,27.65,36.98,46319.3,5079.7
1/18/2025 23:00,34.72,40.69,43641,2859.5
1/19/2025 0:00,22.09,40.21,38839.8,4076.4
1/19/2025 1:00,7.36,-7.74,34236.7,7642.7
1/19/2025 2:00,18.36,16.05,35190.9,3367.7
1/19/2025 3:00,10.22,21.32,34211.4,6868.6
1/19/2025 4:00,15.99,18.46,36270.2,4163.4
1/19/2025 5:00,-0.17,-2.13,38911.6,15914.7
1/19/2025 6:00,1.32,-7.07,42989,19394.9
1/19/2025 7:00,27,33.25,47708.2,4314.1
1/19/2025 8:00,28.56,30.24,49658,7305.5
1/19/2025 9:00,47.95,44.91,51888.9,3920.2
1/19/2025 10:00,36.79,45.87,52408.9,4846.7
1/19/2025 11:00,23.44,43.59,53331.5,11557.7
1/19/2025 12:00,42.38,34.38,50587.2,3857
1/19/2025 13:00,36.75,42,48775.7,3930.4
1/19/2025 14:00,44.28,45.53,52219.8,2806.7
1/19/2025 15:00,34.21,40.06,51358.7,7081.1
1/19/2025 16:00,53.61,65.49,54714.3,987.7
1/19/2025 17:00,52.69,65.49,55272.2,3662.7
1/19/2025 18:00,43.38,38.89,55578,4661
1/19/2025 19:00,50.37,35.44,56214.7,3812.6
1/19/2025 20:00,46.46,45.62,56956,8216
1/19/2025 21:00,31.71,30.92,54138.4,10373.2
1/19/2025 22:00,40.7,15.93,47608.2,3447.6
1/19/2025 23:00,9.19,18.31,43274,17816.8
1/20/2025 0:00,21.63,16.9,42992.4,3870.4
1/20/2025 1:00,8.94,8.48,37732.8,13630.2
1/20/2025 2:00,5.48,0.34,37258.6,8359
1/20/2025 3:00,10.88,9.01,37296.4,6278.6
1/20/2025 4:00,20.02,31.51,39805.2,6499.4
1/20/2025 5:00,23.43,24.19,42059.8,7518.2
1/20/2025 6:00,23.63,42.72,45088.8,8065.7
1/20/2025 7:00,31.05,36.71,48086.1,4605
1/20/2025 8:00,36.93,43.24,52107.8,5876.5
1/20/2025 9:00,43.09,41.25,54660.1,4283
1/20/2025 10:00,50.82,50.28,55393.3,3234.4
1/20/2025 11:00,49.72,59.01,58153.4,3564.9
1/20/2025 12:00,46.98,57.66,56335.5,2844.9
1/20/2025 13:00,37.12,39.52,53104,3711.9
1/20/2025 14:00,41.45,46.46,55121.1,5227.2
1/20/2025 15:00,44.48,43.22,55073.7,4477.6
1/20/2025 16:00,33.59,35.57,56783.9,10461.7
1/20/2025 17:00,48.92,49.7,59092.3,1658.5
1/20/2025 18:00,55.82,56.18,60835.8,5895.7
1/20/2025 19:00,46.72,-11.97,59366.2,5164.6
1/20/2025 20:00,41.69,41.24,59898.5,8066.1
1/20/2025 21:00,42.84,37.18,53715.6,8363.3
1/20/2025 22:00,39.41,36.99,51069,6061.6
1/20/2025 23:00,34.96,32.38,49314.7,7530.1
1/21/2025 0:00,24.88,28.85,42057.3,5271.2
1/21/2025 1:00,16.92,11.9,39888.9,10092.9
1/21/2025 2:00,21.35,31.48,36998.4,3365.9
1/21/2025 3:00,5.21,2.79,37824.5,11208.3
1/21/2025 4:00,10.37,24.49,39399.7,7758.3
1/21/2025 5:00,17.39,17.62,42728.9,6150.3
1/21/2025 6:00,26.41,31.16,45993.6,6635.7
